"","14-3-3_epsilon","4E-BP1","4E-BP1_pS65","4E-BP1_pT37","4E-BP1_pT70","53BP1","A-Raf_pS299","ACC1","ACC_pS79","AMPK_alpha","AMPK_pT172","ANLN","AR","ARID1A","ASNS","ATM","Akt","Akt_pS473","Akt_pT308","Annexin_I","B-Raf","Bak","Bax","Bcl-2","Bcl-xL","Beclin","Bid","Bim","C-Raf","C-Raf_pS338","CD31","CD49b","CDK1","Caspase-7_cleavedD198","Caveolin-1","Chk1","Chk1_pS345","Chk2","Chk2_pT68","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","DJ-1","Dvl3","E-Cadherin","EGFR","EGFR_pY1068","EGFR_pY1173","ER-alpha","ER-alpha_pS118","ERK2","FOXO3a","Fibronectin","GAB2","GATA3","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","HER2","HER2_pY1248","HER3","HER3_pY1289","HSP70","IGFBP2","INPP4B","IRS1","JNK2","JNK_pT183_pT185","K-Ras","Ku80","LBK1","Lck","MAPK_pT202_Y204","MEK1","MEK1_pS217_S221","MIG-6","Mre11","N-Cadherin","NF-kB-p65_pS536","NF2","Notch1","P-Cadherin","PAI-1","PCNA","PDCD4","PDK1_pS241","PI3K-p110-alpha","PKC-alpha","PKC-alpha_pS657","PKC-delta_pS664","PR","PRAS40_pT246","PRDX1","PTEN","Paxillin","Pea-15","RBM3","Rad50","Rb_pS807_S811","S6","S6_pS235_S236","S6_pS240_S244","SCD1","STAT3_pY705","STAT5-alpha","Shc_pY317","Smad1","Smad3","Smad4","Src","Src_pY416","Src_pY527","Stathmin","Syk","Transglutaminase","Tuberin","VEGFR2","XBP1","XRCC1","YAP_pS127","YB-1","YB-1_pS102","alpha-Catenin","beta-Catenin","c-Kit","c-Met_pY1235","c-Myc","eEF2","eEF2K","eIF4E","mTOR","mTOR_pS2448","p27","p27_pT157","p27_pT198","p38_MAPK","p38_pT180_Y182","p53","p70S6K","p70S6K_pT389","p90RSK_pT359_S363"
"A0FJ",0.0491307780856859,0.44748623091927,-0.0743217507601391,-0.381162897847251,0.0260694319783109,0.917834191843355,0.0227414681184511,-0.086267822180071,-0.41662441643785,0.285270389115669,0.0765953326552364,0.172311101883158,-1.30760569265345,0.505094485377041,0.811462882343898,-0.495944727605194,-0.00137725470399153,-0.521516801228719,0.381538723979481,-0.0929092869604139,0.476309798305196,0.112201063332822,-0.156538756384176,1.06020351292182,-0.100950512884104,-0.0194494409136886,-0.0348211570929341,0.408337982549417,0.108839333666315,-0.113305066466999,0.096913816081159,0.056953663898086,0.391893474883479,-0.209648790917766,0.533755894198451,0.160404591610411,-0.0618550159393336,1.05692687474103,0.137786585262661,-0.620225952276088,-0.869405129618799,1.5167354756507,-0.31052460475077,0.987850528150511,0.06663985786617,0.319141566893102,-0.280067365381406,0.664096380532398,-0.314243067510074,-0.0147988131321041,-3.73572022911381,-0.435335610250134,0.128021743367081,-0.272477554234682,-0.308236366367794,0.502071921120766,-1.93613246349555,0.327755346232181,-0.672068017794421,-0.319889824864204,-0.279268794846714,-0.0947959642399565,0.0203359021896604,0.201401906911574,-0.480330971551383,-0.325678433381674,-0.0646199224182625,-0.567643653544996,-0.429257075916637,0.105549513923621,0.258697986264649,-0.00806665629016501,-0.186673347125629,-2.68809352308018,0.00616159678496941,-0.087054463028,0.574306493168667,0.03517704609774,0.469998194009736,-0.480614685224726,0.0846563566088162,0.351620527307196,0.298406719289687,0.585328694805868,0.033729813147891,0.636194547376318,-0.308720432190625,0.178875024278156,0.00137725470399153,-0.010753373051379,-0.074043527973324,-0.780103105021144,-0.147611875428239,0.432415206539257,0.732277477844571,0.242771220937481,-0.278932993988516,-0.609477383189192,-0.167376395611021,-0.521500228484354,0.469006932654348,-0.328331522796154,-0.197785253583784,0.322230781953331,-0.269556664042889,0.285879229415771,-0.0554779048875541,0.181566932455748,-0.244826839374184,0.126971982857269,0.08967662888951,-0.212240709993304,-0.533917935708554,0.348679580605412,-0.0612288652619571,0.0176751026650209,-0.419082638748702,0.348577266963286,0.011193946751436,0.21710299105966,-0.482798600321717,0.220305551197057,-0.0798844290316839,-0.016430582705679,-0.053431644828099,-0.217073183525209,0.176069939048945,0.408168719313522,0.518928894498506,0.786310358527835,-0.325933740875243,0.257324053943341,-0.582752106622959,0.216846400636483,0.0508957742444798,0.0952732224140661,-0.449662618887809,-0.556951816440486,0.0810258591729557,-0.223194865572256,-0.173937623101939,-0.15741890771665
"A13E",-0.079982106355818,0.605218417826312,0.288911839658517,1.16024541957318,-0.0109671709831528,0.059101205883667,-0.459852981280983,-0.592691834799973,-0.062268404434132,-0.275233600186112,-0.148976761260345,0.222105980717026,-1.62047595593564,0.339581595169717,1.18101579078384,-0.275533385673697,-0.755547887237629,0.302407670689797,0.0774813828452269,0.194749838844812,0.14325778897572,0.111310839892724,-0.205462636851448,-0.160826452710263,-0.171629247821908,-0.041253352385488,-0.298426930869518,-0.442249202294055,0.403923022567642,0.115237853452777,-0.135688778866198,-0.369652040577298,0.431874216310377,-0.442253478702537,-1.3100811335668,0.223441176214102,-0.122132668317451,0.651510308377855,0.086657565052627,0.780008038539452,-0.262350291029308,1.02577694638161,-0.43447656262645,0.249589731779117,-0.167039411105316,0.13376646697346,-0.563539617753027,0.24380681574401,0.427621979154481,-0.158232830246378,-1.81954702905523,-0.383572888583092,-0.555580724665233,0.0541687122703675,-0.827754131138969,2.40694857724428,-2.2799768076417,-0.490528381723033,0.244927630387749,0.118022661379289,-0.029540110636198,0.202709604721094,0.104630313198406,-0.937591945595332,-1.83618047464457,-0.381474564810473,-0.219807176346882,-0.66812194607275,-0.0845628044306229,-0.143063024811924,0.1634431178806,-0.230994337557561,0.251408024535927,1.03725868315109,0.0098814233573265,0.087664231704241,0.056761711708316,-0.302213164284745,-0.253767609559578,-0.151129308978075,-0.260974852638744,1.54391009254802,0.505871698802537,0.166668024866862,0.0144885271450069,1.26334145258857,-0.464767952083037,-0.0791869563585478,1.30067815282266,-0.560138937834543,-0.208199603580683,-0.384844153730188,0.147336323601752,0.0648092860314523,-0.281182431856001,-0.211840331436368,-0.527701293599763,-1.45583772502209,0.075701296940037,0.907503194887386,0.272048433149279,1.12837767654382,0.687629909875602,-0.506940427232713,-0.217409189232683,0.52721283659895,0.194784304680182,0.266364400696818,-0.168842077369408,0.224518635688483,-0.186574381361803,0.0769241633862322,0.331219684341552,-0.272993604265723,-0.073020512179054,-0.028296056258135,0.0369677824496465,-0.111797118015978,0.165037362158366,0.306066296750592,-0.429797254344877,0.405640506124367,0.480384700519107,-0.177634387473632,-0.223180967568034,2.77004490804559,-0.0608323070898794,0.915680790785749,-0.0578824536820782,0.099986699883497,0.262824659353336,-0.284464729204233,0.215411010169717,0.196963770635194,0.189674021388407,0.310016936042672,-0.515821916030983,-0.36085727364226,0.356791899939812,-0.00988142335732656,0.292625342380577,0.503641937086014
"A0G0",-0.0328498861557596,0.894609732271096,0.891277838347467,1.40018887427333,0.265880117211022,0.517044529737476,-0.191821916038609,0.411171898278497,0.825828592216999,0.0677418401031218,0.711229159349637,0.121993985348629,-1.07789443575674,0.227180663874911,1.95092236314865,0.770857796178577,-0.0673976660191611,1.67398269368667,0.83743198697792,1.25299238339109,0.224891924710307,-0.0699627377191621,-0.047604779797332,-1.77191737517199,-0.0562021284955294,-0.0769691423366892,0.0737408125550933,-1.24487754778572,-0.157470171982293,0.00358809864584941,-0.229473098381516,0.225919577654728,0.170553859165872,-0.0277683633525856,-2.02481919251608,0.376873438214222,-0.0046572237842577,0.881431094153954,0.45342234069039,-0.343776286884776,-0.425013922054208,0.977360144338694,-0.226412035247932,-0.329458662814068,-1.19779728969076,-0.281557925369142,-0.125651338972737,0.534425474085023,0.710259395887156,-0.174216070024369,-3.87364811905985,-0.37992127958216,0.694706855690591,-0.166519949182521,-1.50481250611088,2.923408119473,-1.58106744372252,0.0298157751846313,0.578778160568001,0.0775053190669934,0.0275224566217314,0.47948593695295,0.632066280229101,0.579907534989355,0.646573962846865,-0.518444313638833,-0.31442061288909,-0.540844957153528,-0.381743558581225,-0.274673696667493,0.6894887442799,-0.0962722087695944,0.250055546914218,0.868743938462533,-0.15863684280264,0.19826701992762,-0.145723518339518,-0.205756463592244,-0.152213241458164,0.118531370091273,0.307081188735665,-0.0890520169503033,0.831995360405593,1.88582682000108,-0.00358809864584941,0.535588365789025,-0.407329172598957,-0.368951734396784,-0.015423768001918,-0.218669733767681,-0.414486731720363,-1.16653684783948,0.163730247720498,-0.402128365685713,0.323480039907137,0.385576883288806,-0.181859691752334,-0.0245719750710984,-0.32342114077415,0.732071161546174,0.0359816866671463,1.11342205311097,1.0195915134011,-0.150899284440698,-0.187561923312247,-0.522830980872116,0.610434814107016,-0.325891467156229,-0.405263572770665,-0.0302184027514671,0.0960710443484707,0.277033843348006,0.590915979815316,-0.297071838812317,0.753168319442473,0.137287604095711,-0.228292763450797,-0.319684068425823,-0.0196071565292346,-0.162507596221247,0.494536301521442,0.494946654922267,0.793595398494271,-0.253005700951975,0.781765224395031,0.877678147388276,-0.0875315094494911,0.362255897356466,0.0822064011048254,-0.434423862696986,0.195464608809451,-0.0346463172684688,0.0894308508749115,-0.462765282623094,0.248908073669623,0.393506436561744,-0.472734603579696,-0.357858537336384,-0.225719432060024,-0.270273922282212,-0.159280275763519,0.353103707811045
"A0SX",-0.205329492210682,-0.141322923550322,-0.0184109626358469,-0.444224272119272,-0.0512677182243269,-0.313728668975173,-0.0748234724710569,-0.851480595712615,-0.663410435805189,0.0295637288098127,0.423358037566844,1.05494810329258,-1.26705469443998,0.355297671693343,0.607423830729248,0.781328690421878,0.0567267008164055,-0.388483944784317,0.314318436271153,0.575274184738608,-0.221859606648215,-0.0365465494431821,0.0851733189936765,0.345023494395753,-0.0964733092415219,0.963238560595992,-0.203558522636422,0.16304290766906,0.0376838279694681,-0.129941932137967,0.073040655465176,-0.377061205894582,0.487608499799155,0.619517692554077,-0.105724014083247,0.00451381534321703,-0.189949868079376,0.222821482196324,-0.130329315525117,0.228050452804396,-0.159521177606097,0.569273219954605,-0.512848243549331,1.42550679324864,-0.257536376204287,0.192108561802234,-0.664565143951854,0.352760224529528,-0.236567968901172,-0.134325086797782,-2.99811575996094,-0.685626394424364,0.302060714430333,-0.143549719509572,0.0712418681160178,0.292463662271556,-1.57263487305529,0.728164262010573,-0.586536000774937,-0.566376898127231,-0.273158522355482,0.0261045405251406,-0.220573846171917,-0.671018432209009,-1.43783033596386,0.464042350173708,-0.109619102252122,-0.173740051130144,-0.455694704092517,-0.0791641755400885,-0.280531934837832,-0.143630122058624,1.19193646282539,-0.558220504128696,0.476989544381292,0.139155945390082,0.146487833793958,-0.109318255972615,0.0745472595073481,0.307290467883057,-0.148724485064106,0.587424919325118,0.0789270064485032,-0.299613277497732,-0.118880278130507,0.370832540044582,-0.228788271431271,0.483324631689358,0.0267795927072555,0.453515537636709,0.346766339581649,-0.259153927997612,-0.089759177778462,0.0422903757530081,0.328423782235864,-0.0531978445759185,-0.226871535965053,-0.117743780487864,0.293396619712907,-0.161813227043472,0.302394490080179,0.502329071727338,0.384097237198538,-0.0846626701244474,0.0530964584823931,1.23076974820932,-0.053993864205022,-0.367207136131401,-0.0972447603037919,0.0242628989709785,-0.124778294198157,0.325165602799808,-0.0670725894899321,0.0250797004856985,1.41901773094082,-0.00451381534321703,-0.0690946530595925,0.149463173557648,1.28467496687251,0.562092203249114,-0.843748533068737,0.141561231515618,0.174503649662843,0.100373739677209,-1.62289401423202,1.4989498241902,-0.164055362368034,0.377608437214522,0.0317209111243279,-0.152924039093017,-0.19211602529977,0.0645131853487432,-0.192103752306657,0.405618772799194,0.464442302986611,0.598939834710278,0.063977827807343,0.19198859502602,0.450279444369538,-0.137369721825363,-0.167167192246457,-0.146854930363834
"A143",0.0601902110216321,0.131768991570967,0.665325385153256,0.351763305169398,0.0698028603366633,0.330912383225277,-0.0243574668975867,0.769751430392029,0.873478701583331,-0.216531821310042,-0.474145553724308,0.0137842202640237,-0.60132743682262,0.544125136243973,0.538762876649935,0.0138543061389883,0.238114356993991,1.67134762815308,2.36407694822336,-1.55700358605272,0.248234871930928,-0.12483911450125,0.151544396549757,-1.58887887084746,-0.140526557265884,-0.219198071566364,-0.147058902066503,0.0517602041513906,0.21902983550833,-0.198367738926796,-0.0375140939401437,0.0322092147773582,0.356320675068339,-0.113207255660023,-1.72339860139229,0.227371999916214,0.0175503206592202,0.425296287697701,0.17648308255486,0.23307848653473,-0.805978549803897,1.36895667274087,-0.875023630263089,1.40663928189227,-0.14011989271275,0.425940328784057,-0.183035777853155,4.31752910533911,4.78298479913916,1.45832151468611,-4.18978738718118,-0.193997598612503,-0.314338492088637,0.0443649032456307,-0.603980191584222,-0.485266604973746,-1.84725239250692,0.469975493028503,1.49582771937385,-0.463820955644386,1.47867388107759,-0.54212092496009,-0.139469092807417,-0.770490414955089,-0.816097909659676,-0.90802219777138,-0.627411614994102,-0.103766891468318,-0.611002808542682,-0.112961675252862,0.371158899675541,0.0105167040460072,-0.553319399453207,-2.18769910691361,-0.0664310679928283,-0.308342819409258,0.087171243544732,-0.297644935203512,-0.354310138695602,0.454350301276397,-0.0919149580657016,0.287380568956249,1.07219755676157,-0.862095497902522,0.529634436066674,0.0749460844823907,0.294831925583908,-0.118586986756302,-0.413588722068776,-0.322987763316697,-0.131639436651733,-1.3477008171913,0.272750719730636,-0.387810950950112,0.486939787533688,-0.0809962048894053,-0.353386671189673,-0.277236243638927,-0.400622017895359,1.43123913510913,0.229041358792798,-0.371994527473322,-0.198175598378442,0.215464839487563,0.205777804166113,0.605450171313913,0.796428654906298,-0.144785348591093,-0.155965877214019,0.00691828457388277,0.578931967331153,0.406928717967598,0.392619969224398,0.169616716333394,-0.284292681567904,-0.190328549723717,0.338895957934434,-0.600320330178152,-0.180375247630392,0.239509802344484,-0.265585581635197,0.120864360121509,0.248795234097142,-0.255685882372722,-0.149180322418107,-0.609042404871147,0.0443905153470437,-0.3938185962616,0.152436658697598,-0.00691828457388277,-0.568345240645263,0.469090667708613,-0.255192829756027,0.193790662287904,0.0859180045623381,0.424875457532085,-0.288440129471931,0.218985353409281,-0.145486071194052,0.379179443377539,-0.336897518761597,0.634387055450553
"A0DA",0.0307617144534738,0.0329967994707188,0.0523606401030787,0.789235974569012,0.0170455523753588,-0.220271002454028,0.418616650030712,-0.71430870061601,-0.217526770418662,-0.0630650642265248,-0.0460397085050558,0.0602568950393463,-1.20803848355276,-0.110944799189111,0.31194945344956,0.0717483192314239,0.193712037809896,0.512817694011009,0.192893831103249,0.491015187618824,-0.195445933447246,-0.257300059485796,-0.0900411058952437,-0.782913123204081,-0.0994767568361981,-0.208762350163845,-0.0355836118898293,-0.434277576865491,0.120775888792963,0.056949986765115,-0.172646324297209,-0.279859151482706,0.05782683889262,-0.533360022074397,-1.76134691980202,-0.0692371928984622,0.0153512652596028,-0.258980976991281,0.0607615162504379,0.0400423532082343,-0.535507294699371,0.0716814725971023,0.0996926278915724,-0.0421595291680608,-0.367748064341045,0.446634836691245,-0.267013017496219,0.0500979437571488,0.780584595424774,-0.0441871290951742,-3.39972318816815,-0.351337443419181,-0.253224294735462,-0.0687740822047477,1.31135047418042,0.16733848483738,-1.63498011795502,0.081028005553629,0.649635969498229,-0.288404493470143,0.0190225689171719,-0.331464101328013,-0.237566105187772,0.332501287319482,-0.829780283796577,-0.76710041279922,-0.195256694616033,-0.19391207710959,0.444951178877917,-0.00606674471648772,0.0510215934806968,-0.192748750878167,0.00606674471648783,1.32639968823259,0.354088920878227,0.0800350120615578,0.122395037575763,-0.0972565975515762,-0.189998861682896,0.263011942845598,0.0307435958292041,0.193803275162034,0.4921772537402,0.0840511566304758,-0.382210535918451,1.11623659457862,-0.539618280858859,-0.123363768300796,0.251609265018119,-0.252937657365108,-0.224208627509551,-1.14103749615049,0.118641451627034,-0.391106819226336,0.49579198381621,0.283256173211598,0.0815391709839168,-0.173862768794441,-0.24746366049634,0.956561180802618,-0.424637634313409,0.0277176250650637,0.110903521373514,-0.129301027335722,-0.129092599743631,1.05926275542902,0.223668749192614,-0.236895454440754,0.0345450923738519,-0.208387074787257,0.0762213635050989,0.128169966215374,0.969568420382675,-0.157662337203431,0.155144632447017,-0.0672023477717212,0.150167382167003,-0.316328912873376,-0.391091050086908,0.0796983783268699,0.895020711317109,0.294826265728125,0.442579406390739,-0.25387476546855,0.459969447724319,1.46467675439507,0.0401020729726843,0.386375497904035,-0.00821828039640615,-0.0414376721168213,-0.280233782247886,-0.0158012288291109,-0.0568597371891111,-0.501023914771469,-0.00824548363416733,0.126178302214194,-0.0683353015543492,-0.0540521014175811,0.354130551038174,-0.0753787378762351,0.00958652495650858,0.0579433794837493
"A0B3",-0.107861537125951,-0.0371246910400798,0.199690200772294,0.586575642836024,0.323403396755904,-0.544743060868163,0.430503500140454,-0.363474048666446,-0.269313836847184,-0.0775810919285984,-0.171002769117505,0.00887246069731373,-1.0162976329094,-0.233223614500866,1.13887594098513,-0.209624372799971,-0.301495924208245,1.11824967498001,0.923638057946764,0.533878399969079,-0.0362847023354107,-0.115681608898056,-0.0414751479900151,-1.04143213400915,-0.0375101635099206,-0.219048417372053,-0.166370154910991,-0.290144107876486,0.149760560849503,0.136109256857014,-0.00342776368162379,0.0640250120964092,0.201249969020501,1.02112469128334,-0.396679637174066,0.204323902142121,0.0647100134985978,0.163256892901791,0.152437372659784,-0.287622816305574,-0.513767939994376,1.23788942961467,-0.359145589799766,0.516007883037104,-0.449538022601526,0.0762298775653247,-0.491338394323651,0.392525011259157,0.226414171208019,-0.0409821201484108,-2.98947690425538,-0.587056514224171,0.887809988084174,0.0440112150015117,0.535540762104879,0.448566560537531,-1.44416100629023,0.235410670909614,0.682535474432094,-0.453937752172433,-0.175576411840731,-0.251179148839471,0.00342776368162379,0.763452138430718,0.428025855708351,-0.949655085134814,-0.305221829021244,-0.370212749477673,0.183804389146473,-0.0421029611132163,-0.192398807054174,-0.270136797290164,0.558304977977264,0.862454569213826,-0.408569215780693,0.205796396116983,0.0418174210911572,-0.0435310127376098,-0.0449508546902209,0.495810092528321,0.114478857918543,0.10789944388764,1.03661723457547,0.363968411751951,0.137285820423374,0.759765570064492,-0.268953219318021,-0.180621231160801,-0.21258564204964,0.0490331851806143,0.0527605719033182,-0.827203702543001,0.419750085573768,-0.00350133073071057,-0.0314304487759994,-0.0598621667183863,-0.224805509924379,0.0593424716563442,-0.196868216293363,-0.129104821140151,0.309545531919384,1.6241126177625,1.11358541622199,0.255806669005054,0.186518233007294,0.330409019041958,0.00990525729190916,-0.106693993589026,-0.219930258588681,-0.132530084982882,-0.0870084581948157,0.0678421242341891,0.321506962016899,-0.0920282427743153,0.858287237091776,-0.0102973015363559,-0.055187588217167,0.140185658323399,-0.237029013751303,-0.0203761566659337,0.0384985913069923,-0.408279450474895,0.814513099213348,-0.208616139814383,0.329782112691264,-0.0572331324077258,0.0325993750732417,-0.145380543677857,0.175684862632869,-0.151690487296426,-0.205413677778851,-0.137357841669636,0.294846179499134,-0.177821467617404,-0.0428917971537659,0.497817942466785,0.116846470464679,0.503154999036472,0.500846337846429,-0.0100531080625228,0.182729472891014,0.226068767326157
"A0I2",0.64984396402993,-0.52148656560265,0.249978143122115,0.4634114576105,0.320128653878775,-1.60203535447593,-0.187146582859645,1.07761481864607,1.58998239125408,-0.0775395949588147,-0.252502220846949,-0.0518793583376975,-0.42122691429642,-0.355375331699235,-0.632758755261157,-0.92406461122765,-0.474028486397628,2.40101581688194,1.297159357869,1.21076392026484,-1.07351919482442,0.877446946821704,-0.541192844276547,0.414429321360515,0.74769887064152,-0.651450606451416,0.94513563554866,-0.528090898990467,-0.4264205800606,0.340839757466255,-0.5784506337733,0.20592716440674,0.155309811854415,0.62764170175297,2.6865087352471,0.484760370853113,0.140980206474641,-0.70436968926185,-0.111251231886055,-1.39960029598275,0.978527994444167,-1.32406936177468,1.01357984883467,0.384136639619375,0.203072355341696,-0.867962986067193,-2.58595521301476,1.08228633220813,1.22432760415419,0.76918245162891,-2.31065014967524,-0.367847710899506,-0.390388152304125,0.622776746969368,-1.18419174066151,-0.22919116405019,-1.32880075275404,-1.18502836235911,-0.601926912199873,-0.681058424727443,0.59927978007846,0.854275875968818,0.935463452547125,2.91746277788853,-0.622230594604027,-0.83780094503726,0.728729801865702,0.304660321470578,0.787527862164285,0.583700683053306,-0.810264637258347,-0.610548771575021,0.691335174015125,0.843637731659653,0.316718279764935,0.037413217329539,0.290608489944444,0.323921411671343,1.11453820517018,-0.288120761194677,-0.0443406618150317,1.08777524649452,0.604125422583185,-0.29648765421835,0.431621615645925,-2.85252160723425,-0.874654199600281,0.0569853039788302,0.356554089968054,0.112073278804595,-0.059904781000355,-0.0919482872470097,0.44781960938612,-0.0956309095983796,-0.154225128477109,0.112730422383819,-0.214044659480055,-1.15261490002215,-0.174010548956846,-1.17996231092613,-1.54918839972479,0.66209360699997,0.102485870586,-0.244192448579235,1.01109021065697,1.22329325875532,-1.53652478928075,-0.148152660023152,0.21840173338046,0.650639313436925,0.0232502299554249,-0.31463259869902,1.44158267321147,0.424001342214515,-0.390373414815763,-0.348918925721758,-0.722904503583847,-1.9599414266448,0.154563359634449,0.0186519974524502,0.176935974111646,-0.474226993159769,0.419375666185765,-1.06875308130305,-0.768463342804542,0.313972200760715,0.0692133273668785,0.527637045916244,-0.12496571937937,-0.459753512474225,-0.0690208614236651,-0.878664351750046,0.115336547300765,-0.130171230723798,0.167836056795535,-0.0186519974524499,-0.711524544459575,0.304508021681638,-0.09339780341198,-1.02784805747039,1.64439290417385,-0.398537940718849
"A0RT",-0.0136504414603061,-0.634850632562606,-0.0825754258446511,0.302828701946043,0.0676722640504289,-0.720723294698002,-0.374882995552471,-1.25449108271546,-0.901353584569753,-0.177636653018807,-0.789506862779071,-0.0418802375443411,-0.952324860351186,-0.179195256470961,0.145464752317548,0.833870190921884,-0.367759411390874,0.629885849962159,0.0814341345857289,0.424004827417824,-0.71121507230923,0.183770057486476,0.146947245882871,0.531749293843259,-0.275295150923986,-0.165614955256294,0.310251462726064,0.227648621040457,-0.284617194735126,0.019565559386799,0.0817007776698739,-0.132198583126616,0.238982271172199,1.76526546568487,1.69647347234107,0.190864986527784,0.0597541294186309,0.476877280835873,0.222475393048179,-1.6065621587574,0.835688459416119,0.245716911558498,0.247347772914173,0.193681101243219,0.116048948682665,-0.834386292809309,-1.58213773564339,0.340752956115109,0.0823679141292434,0.0337907196737438,-2.77630152647277,-0.544898768701173,0.324926439947748,0.171370078234157,-1.00850666057986,-0.399167193152842,-1.20172573391223,-0.531652325475691,-0.58821677594793,-0.999923964888849,-0.068973580070136,0.0332773813484974,0.148981165160838,1.74777085818958,-1.30609154531112,-0.677489594851021,0.207070293250363,-0.244021846214468,-0.00699040133617113,0.386139408714664,-0.210542436296876,-0.321570192586404,1.71702114523817,0.72283816027411,0.104156365091862,-0.0539077522281171,-0.0103906256921921,0.186993601756043,0.459653269227844,-1.29372886215326,0.0375041489666951,0.297174680059644,0.379023493612999,-0.113917529263486,0.0053414263643291,0.367796323810657,-0.253200308617164,-0.143062755591616,0.0107797321304044,0.392994918733889,-0.048779797402921,-0.489673356651506,0.0272128664466941,0.0933284047108741,-0.435822384739506,-0.203988798068347,-0.0367063014190921,-0.728107134756309,-0.0906112231402341,-0.873370359394346,-0.00534142636432905,0.496422382657134,-0.0385449177760663,-0.477858288062261,0.618020413052469,0.436424237326274,0.0843949697182137,-0.138433977567844,-0.176662469103226,0.0462422948129864,0.046176272182319,-0.414045510995876,0.114282033067864,0.401510040185724,0.750045264642583,-0.0209079636579631,-0.247950571182156,-1.37359775510133,-0.0390078053792139,0.041835376533624,-0.502111683493199,-0.621121865664269,-0.177634604672921,-0.443798436378086,-1.11109452089998,0.538949202064939,0.00534696227725251,0.0304363789495948,-0.238081129171366,-0.638435610862551,-0.144441853196158,-0.514820447209391,0.104919925529039,0.372355905758923,0.0518310411052588,0.278675323147244,0.063794701259459,0.275331353698524,0.182412073350104,-0.485719829079799,0.501603620476819,-0.270609087851135
"A131",0.430934243034933,1.05257162195633,0.350978693805628,0.205140253099992,0.610566788880038,-0.811335318764268,0.353262353525778,-0.883296743836386,-0.681364746936374,0.261182525264081,-0.570300107857501,-0.00213460638631779,-0.180283541382307,-0.474665631981222,0.57302275977998,-1.43788681084892,-2.07678092054218,0.0307459938141977,0.138916766303928,0.860456163889463,-0.777420389798417,0.225506191170712,1.28701690753711,-0.489467081040392,0.269694015569313,-0.150503905627301,-0.0180545212438176,-0.00751796722900389,-1.24585339603776,0.460721907863578,0.369491843266623,0.517676614717023,0.00213460638631779,0.352560344304059,-0.864837162402017,0.94768398753143,0.335941065441597,-0.314487560133877,0.454348518555618,1.60208526842115,-0.486472099099529,0.48328353607098,-0.111759389417729,-0.0550300134159322,0.2129019749339,0.10224828915098,-0.724404020578564,0.316867625019009,-0.525392246642118,0.137730289233313,-3.41206057235655,-0.406074149989719,-3.20652681304059,0.32236279887655,2.65272144422659,-1.02391973177505,-1.55392326037627,-0.7902328763269,-1.62585490238404,-1.39637473187241,-0.491349925063437,-0.551322061900599,0.083521119667037,0.76615011340076,2.06445420058681,-0.769164484836161,-0.104383989356121,-0.950488595768969,-0.187499029876082,0.197283104090259,-1.14887294042033,0.0413030261701707,0.124496344411178,1.48809763279657,-0.352174841830212,0.0444564813072456,0.201297216895427,0.355668237086214,0.388473883100663,-0.992541840711754,-0.0276343483289461,0.084131707995713,-1.12198905960955,1.38293724487677,0.119586241203498,0.0584485823345312,-0.358971355916328,-0.449416268358357,-0.36472314948961,-0.444680445798962,0.0440330302383677,-0.875290815479727,-0.190149485200697,0.464865719587693,0.141638511832007,-1.71162888141933,0.53100631329489,-0.105876895184339,-1.03653941912355,1.13429203591046,-0.621280976704007,0.737748855020973,-0.370776314645567,0.326473334645058,-0.558026295630232,-2.4515507917512,-0.418486954909288,-0.0423786965291418,-0.0748108963810673,0.374372594608222,0.330963939080738,0.0258768783553928,-0.485985449317477,0.407435273429357,-0.27720867441557,0.117740252721752,-1.9410671508709,-0.095769029824417,-0.16889600823732,0.333010180482953,1.06353015657701,-0.383315194761711,0.995825018110768,-0.338466526998988,-1.37489184616479,0.0696707755793678,0.307882934375211,-0.314142500343543,-0.368035912198387,-1.24600920243931,0.694181615163907,-0.926118607939901,0.367132801018778,0.114557536676245,0.298311746802948,0.0966342297423227,0.249196847538778,0.127554038700901,0.482770537211723,-0.598089403881758,0.0815950265354074,-0.516343082491496
